"","ApplicationCycle","Ethnicity","AnticipatedCompletionDate","ProgramName","CountryName","ProgramCity","ProgramRegion","ApplicationID","ProgramYear","ProgramTerm","ApplicationStatusAlias","Gender","PreferredGender","AcademicYear"
"1274","Spring 2020","White","Dec 18 2020 12:00AM","CET Prague Film Production","Czech Republic","Prague","Europe",133768,2020,"Spring","Intend to Participate","M",NA,"2019-2020"
"1275","Spring 2020","Black or African-American","May 25 2021 12:00AM","IES Abroad Berlin - Language & Area Studies","Germany","Berlin","Europe",141623,2020,"Spring","Intend to Participate","F",NA,"2019-2020"
"1276","Spring 2020","White","May 25 2021 12:00AM","The School for Field Studies - Bhutan: Himalayan Environment and Society in Transition","Bhutan","Paro","Asia",161805,2020,"Spring","Intend to Participate","M",NA,"2019-2020"
"1277","Spring 2020","Ethnicity and race unknown","May 25 2021 12:00AM","IES Abroad Freiburg - Language & Area Studies","Germany","Freiburg","Europe",172713,2020,"Spring","Intend to Participate","F",NA,"2019-2020"
"1278","Spring 2021","White","May 23 2022 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",171646,2021,"Spring","Intend to Participate","F",NA,"2020-2021"
"1279","Spring 2021","White","May 23 2022 12:00AM","CIEE Arts and Sciences Program in Tokyo, Japan","Japan","Tokyo","Asia",172718,2021,"Spring","Intend to Participate","F",NA,"2020-2021"
"1280","Spring 2021","White","May 23 2022 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",179622,2021,"Spring","Intend to Participate","F",NA,"2020-2021"
"1281","Spring 2021","Ethnicity and race unknown","May 23 2022 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",179711,2021,"Spring","Intend to Participate","F",NA,"2020-2021"
"1282","Spring 2021","White","May 23 2022 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",180705,2021,"Spring","Intend to Participate","F",NA,"2020-2021"
"1283","Spring 2021","White","May 23 2022 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",181042,2021,"Spring","Intend to Participate","M",NA,"2020-2021"
"1284","Spring 2021","White","May 23 2022 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",181487,2021,"Spring","Intend to Participate","F",NA,"2020-2021"
"1285","Spring 2021","Hispanic (of any race)","May 23 2022 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",185339,2021,"Spring","Intend to Participate","M",NA,"2020-2021"
"1286","Spring 2021","Black or African-American","May 23 2022 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",185352,2021,"Spring","Intend to Participate","F",NA,"2020-2021"
"1287","Spring 2021","International student","May 23 2022 12:00AM","CIEE Arts and Sciences Program in Tokyo, Japan","Japan","Tokyo","Asia",185443,2021,"Spring","Intend to Participate","M",NA,"2020-2021"
"1288","Spring 2021","International student","May 22 2023 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",198757,2021,"Spring","Intend to Participate","M",NA,"2020-2021"
"1289","Spring 2021","International student","May 23 2022 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",198915,2021,"Spring","Intend to Participate","F",NA,"2020-2021"
"1290","Spring 2021","Asian","May 23 2022 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",199641,2021,"Spring","Intend to Participate","F",NA,"2020-2021"
"1291","Spring 2022","International student","May 22 2023 12:00AM","Aquincum Institute of Technology","Hungary","Budapest","Europe",168413,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1292","Spring 2022","International student","May 23 2022 12:00AM","Budapest Semesters in Math","Hungary","Budapest","Europe",172715,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1293","Spring 2022","White","May 23 2022 12:00AM","CIEE Arts and Sciences Program in Seoul, Korea","South Korea","Seoul","Asia",172717,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1294","Spring 2022","White","May 22 2023 12:00AM","X - The School for Field Studies (SFS) Costa Rica - Sustainable Development Studies (Semester)","Costa Rica","Atenas","Latin America and Caribbean",173291,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1295","Spring 2022","International student","May 22 2023 12:00AM","X - The Swedish Program: Liberal Arts at the Stockholm School of Economics","Sweden","Stockholm","Europe",177002,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1296","Spring 2022","Hispanic (of any race)","May 23 2022 12:00AM","SIT Study Abroad/IHP Health and Community: Globalization, Culture, and Care (Spring)","Argentina","Buenos Aires","Latin America and Caribbean",180537,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1297","Spring 2022","Hispanic (of any race)","May 23 2022 12:00AM","SIT Study Abroad/IHP Health and Community: Globalization, Culture, and Care (Spring)","India","Delhi","Asia",180537,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1298","Spring 2022","Hispanic (of any race)","May 23 2022 12:00AM","SIT Study Abroad/IHP Health and Community: Globalization, Culture, and Care (Spring)","South Africa","Cape Town","Sub-Saharan Africa",180537,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1299","Spring 2022","Hispanic (of any race)","May 23 2022 12:00AM","SIT Study Abroad/IHP Health and Community: Globalization, Culture, and Care (Spring)","United States","Washington, D.C.","North America",180537,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1300","Spring 2022","White","Dec 16 2022 12:00AM","IES Abroad Nantes - Study in Nantes","France","Nantes","Europe",183908,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1301","Spring 2022","White","May 23 2022 12:00AM","IES Abroad Salamanca - Study in Salamanca","Spain","Salamanca","Europe",185031,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1302","Spring 2022","Asian","May 22 2023 12:00AM","IES Abroad Amsterdam - Social Sciences & Humanities","Netherlands","Amsterdam","Europe",185295,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1303","Spring 2022","White","May 23 2022 12:00AM","IES Abroad Granada - Study in Granada","Spain","Granada","Europe",185595,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1304","Spring 2022","International student","Dec 16 2022 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",186230,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1305","Spring 2022","Two or more races","May 22 2023 12:00AM","Organization for Tropical Studies (OTS): African Ecology and Conservation Semester in South Africa","South Africa","Kruger National Park","Sub-Saharan Africa",186395,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1306","Spring 2022","Black or African-American","May 23 2022 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",189924,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1307","Spring 2022","International student","Dec 16 2022 12:00AM","Aquincum Institute of Technology","Hungary","Budapest","Europe",193555,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1308","Spring 2022","White","May 23 2022 12:00AM","Grinnell in London","United Kingdom","London","Europe",198888,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1310","Spring 2022","White","May 22 2023 12:00AM","Grinnell in London","United Kingdom","London","Europe",203829,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1312","Spring 2022","Ethnicity and race unknown","May 22 2023 12:00AM","Grinnell in London","United Kingdom","London","Europe",203836,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1314","Spring 2022","White","May 22 2023 12:00AM","IES Abroad Freiburg - Language & Area Studies","Germany","Freiburg","Europe",204635,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1315","Spring 2022","White","May 22 2023 12:00AM","Grinnell in London","United Kingdom","London","Europe",204772,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1317","Spring 2022","White","May 22 2023 12:00AM","Grinnell in London","United Kingdom","London","Europe",204977,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1319","Spring 2022","White","May 22 2023 12:00AM","Grinnell in London","United Kingdom","London","Europe",204986,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1321","Spring 2022","White","May 22 2023 12:00AM","Grinnell in London","United Kingdom","London","Europe",205618,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1323","Spring 2022","White","May 22 2023 12:00AM","IES Abroad Freiburg - Language & Area Studies","Germany","Freiburg","Europe",205776,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1324","Spring 2022","Asian","May 22 2023 12:00AM","IES Abroad Santiago – Health Studies","Chile","Santiago","Latin America and Caribbean",205881,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1325","Spring 2022","Ethnicity and race unknown","May 22 2023 12:00AM","Amideast in Morocco - Regional Studies in French (Semester/Academic Year)","Morocco","Rabat","MENA",205890,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1326","Spring 2022","White","May 22 2023 12:00AM","IES Abroad Santiago – Health Studies","Chile","Santiago","Latin America and Caribbean",206093,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1327","Spring 2022","White","May 22 2023 12:00AM","Grinnell in London","United Kingdom","London","Europe",206191,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1329","Spring 2022","Black or African-American","May 22 2023 12:00AM","IES Abroad Amsterdam - Psychology & Sciences","Netherlands","Amsterdam","Europe",206274,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1330","Spring 2022","Ethnicity and race unknown","May 22 2023 12:00AM","Consortium for Advanced Studies Abroad (CASA) Seville","Spain","Seville","Europe",206759,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1331","Spring 2022","White","May 20 2024 12:00AM","Grinnell in London","United Kingdom","London","Europe",206780,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1333","Spring 2022","White","May 22 2023 12:00AM","IES Abroad Freiburg - Language & Area Studies","Germany","Freiburg","Europe",206992,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1334","Spring 2022","White","May 22 2023 12:00AM","Grinnell in London","United Kingdom","London","Europe",207013,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1336","Spring 2022","Two or more races","May 22 2023 12:00AM","X - IES Abroad Dublin - Irish Studies","Ireland","Dublin","Europe",207056,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1337","Spring 2022","White","May 22 2023 12:00AM","Institute for Central American Development Studies - Field Program in Environment & Sustainable Development","Costa Rica","San Jose","Latin America and Caribbean",207114,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1338","Spring 2022","Black or African-American","May 22 2023 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",207207,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1339","Spring 2022","Hispanic (of any race)","May 22 2023 12:00AM","IES Abroad Berlin - Metropolitan & Urban Studies","Germany","Berlin","Europe",207304,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1340","Spring 2022","White","May 22 2023 12:00AM","The School for Field Studies - Marine Resource Management Studies","Turks and Caicos Islands","Cockburn Harbor","Latin America and Caribbean",207326,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1341","Spring 2022","Ethnicity and race unknown","Dec 15 2023 12:00AM","Consortium for Advanced Studies Abroad (CASA) Trinity College Dublin","Ireland","Dublin","Europe",207366,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1342","Spring 2022","Hispanic (of any race)","May 20 2024 12:00AM","Grinnell in London","United Kingdom","London","Europe",207394,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1344","Spring 2022","Ethnicity and race unknown","May 22 2023 12:00AM","Amideast in Morocco - Regional Studies in French (Semester/Academic Year)","Morocco","Rabat","MENA",207434,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1345","Spring 2022","White","May 22 2023 12:00AM","Institute for Central American Development Studies - Field Program in Environment & Sustainable Development","Costa Rica","San Jose","Latin America and Caribbean",207463,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1346","Spring 2022","White","May 22 2023 12:00AM","College Year in Athens - Semester and Academic Year Program","Greece","Athens","Europe",207487,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1347","Spring 2022","International student","May 22 2023 12:00AM","National Theater Institute","United States","Waterford, CT","North America",207550,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1348","Spring 2022","International student","May 22 2023 12:00AM","IES Abroad European Union","Germany","Freiburg","Europe",207571,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1349","Spring 2022","Asian","May 22 2023 12:00AM","Grinnell in London","United Kingdom","London","Europe",207620,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1351","Spring 2022","White","May 22 2023 12:00AM","Grinnell in London","United Kingdom","London","Europe",207622,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1353","Spring 2022","White","May 22 2023 12:00AM","X - SIT Study Abroad Mongolia and Siberia:  Nomadism, Geopolitics, and the Environment","Mongolia","Ulaanbaatar","Asia",207633,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1354","Spring 2022","White","May 22 2023 12:00AM","Grinnell in London","United Kingdom","London","Europe",207652,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1356","Spring 2022","Two or more races","May 22 2023 12:00AM","X - IES Abroad Barcelona - Arts & Culture","Spain","Barcelona","Europe",207698,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1357","Spring 2022","International student","May 22 2023 12:00AM","Leiden University College","Netherlands","The Hague","Europe",207792,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1358","Spring 2022","White","May 22 2023 12:00AM","Institute for Central American Development Studies - Social Justice & Development Internship","Costa Rica","San Jose","Latin America and Caribbean",207830,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1359","Spring 2022","Hispanic (of any race)","May 22 2023 12:00AM","IES Abroad Santiago – Health Studies","Chile","Santiago","Latin America and Caribbean",207884,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1360","Spring 2022","Hispanic (of any race)","May 22 2023 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",207914,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1361","Spring 2022","Asian","Dec 15 2023 12:00AM","X - IES Abroad Dublin – Writer's Program","Ireland","Dublin","Europe",207956,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1362","Spring 2022","Hispanic (of any race)","May 22 2023 12:00AM","The School for Field Studies - Marine Resource Management Studies","Turks and Caicos Islands","Cockburn Harbor","Latin America and Caribbean",208111,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1363","Spring 2022","White","May 22 2023 12:00AM","Leiden University College","Netherlands","The Hague","Europe",208246,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1364","Spring 2022","Ethnicity and race unknown","May 22 2023 12:00AM","IES Abroad Granada - Study in Granada","Spain","Granada","Europe",208398,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1365","Spring 2022","Two or more races","May 22 2023 12:00AM","Consortium for Advanced Studies Abroad (CASA) Trinity College Dublin","Ireland","Dublin","Europe",208445,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1366","Spring 2022","White","May 20 2024 12:00AM","Grinnell in London","United Kingdom","London","Europe",208675,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1368","Spring 2022","White","May 22 2023 12:00AM","Hamilton in France","France","Paris","Europe",208702,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1369","Spring 2022","International student","May 22 2023 12:00AM","Consortium for Advanced Studies Abroad (CASA) Trinity College Dublin","Ireland","Dublin","Europe",208919,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1370","Spring 2022","White","May 22 2023 12:00AM","CET Prague Film Production","Czech Republic","Prague","Europe",209000,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1371","Spring 2022","White","May 22 2023 12:00AM","X - SFS Kenya: Wildlife and Human Dimensions of Conservation","Kenya","Rift Valley","Sub-Saharan Africa",209062,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1372","Spring 2022","Asian","May 22 2023 12:00AM","College Year in Athens - Semester and Academic Year Program","Greece","Athens","Europe",209086,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1373","Spring 2022","White","May 22 2023 12:00AM","X - The School for Field Studies (SFS) Costa Rica - Sustainable Development Studies (Semester) (Duplicate 1)","Costa Rica","Atenas","Latin America and Caribbean",209148,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1374","Spring 2022","White","May 22 2023 12:00AM","Arcadia Abroad - Queens University Belfast","Ireland","Belfast","Europe",209271,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1375","Spring 2022","Hispanic (of any race)","May 22 2023 12:00AM","American University - Washington Semester Program","United States","Washington, D.C.","North America",209531,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1376","Spring 2022","White","May 22 2023 12:00AM","X - Arcadia Abroad - University of Glasgow","United Kingdom","Glasgow","Europe",209564,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1377","Spring 2022","White","Dec 16 2022 12:00AM","IES Abroad Freiburg - Language & Area Studies","Germany","Freiburg","Europe",209737,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1378","Spring 2022","White","Dec 15 2023 12:00AM","Grinnell in London","United Kingdom","London","Europe",209831,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1380","Spring 2022","International student","May 22 2023 12:00AM","Aquincum Institute of Technology","Hungary","Budapest","Europe",209995,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1381","Spring 2022","White","May 23 2022 12:00AM","X - SRAS Ukraine: Identity & Conflict in the Post-Soviet Space in Kyiv","Ukraine","Kyiv","Europe",210016,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1382","Spring 2022","Hispanic (of any race)","May 20 2024 12:00AM","Grinnell in London","United Kingdom","London","Europe",210065,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1384","Spring 2022","White","May 22 2023 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",210084,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1385","Spring 2022","White","May 22 2023 12:00AM","Dickinson in France","France","Toulouse","Europe",210223,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1386","Spring 2022","Ethnicity and race unknown","May 22 2023 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",210327,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1387","Spring 2022","Ethnicity and race unknown","May 22 2023 12:00AM","Consortium for Advanced Studies Abroad (CASA) Trinity College Dublin","Ireland","Dublin","Europe",210386,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1388","Spring 2022","White","May 22 2023 12:00AM","Wellesley-in-Aix","France","Aix-en-Provence","Europe",210436,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1389","Spring 2022","International student","May 22 2023 12:00AM","Consortium for Advanced Studies Abroad (CASA) Trinity College Dublin","Ireland","Dublin","Europe",213783,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1390","Spring 2022","Asian","May 22 2023 12:00AM","American University - Washington Semester Program","United States","Washington, D.C.","North America",216404,2022,"Spring","Intend to Participate","F",NA,"2021-2022"
"1391","Spring 2022","International student","May 22 2023 12:00AM","Aquincum Institute of Technology","Hungary","Budapest","Europe",220854,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1392","Spring 2022","International student","May 22 2023 12:00AM","Leiden University College","Netherlands","The Hague","Europe",220972,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1393","Spring 2022","White","May 22 2023 12:00AM","Consortium for Advanced Studies Abroad (CASA) Trinity College Dublin","Ireland","Dublin","Europe",221471,2022,"Spring","Intend to Participate","M",NA,"2021-2022"
"1394","Spring 2023","International student","Dec 20 2024 12:00AM","Japan Study at Waseda University (Earlham College)","Japan","Tokyo","Asia",222550,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1395","Spring 2023","White","May 20 2024 12:00AM","Grinnell in London","United Kingdom","London","Europe",224439,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1397","Spring 2023","Asian","May 20 2024 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",225437,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1398","Spring 2023","Black or African-American","May 20 2024 12:00AM","CIEE Arts and Sciences Program in Seoul, Korea","South Korea","Seoul","Asia",225938,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1399","Spring 2023","White","May 20 2024 12:00AM","Grinnell in London","United Kingdom","London","Europe",226655,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1401","Spring 2023","International student","May 20 2024 12:00AM","Grinnell in London","United Kingdom","London","Europe",226963,2023,"Spring","Intend to Participate","M",NA,"2022-2023"
"1403","Spring 2023","International student","May 20 2024 12:00AM","X - Middlebury California Climate Semester","United States","Monterey","North America",227138,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1404","Spring 2023","White","May 20 2024 12:00AM","Consortium for Advanced Studies Abroad (CASA) Trinity College Dublin","Ireland","Dublin","Europe",227256,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1405","Spring 2023","White","May 20 2024 12:00AM","IES Abroad Tokyo - Language & Culture","Japan","Tokyo","Asia",227385,2023,"Spring","Intend to Participate","M",NA,"2022-2023"
"1406","Spring 2023","White","May 20 2024 12:00AM","Grinnell in London","United Kingdom","London","Europe",227393,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1408","Spring 2023","White","May 20 2024 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",228500,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1409","Spring 2023","Hispanic (of any race)","May 20 2024 12:00AM","IFSA - IFSA Merida Universities Program","Mexico","Merida","Latin America and Caribbean",229530,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1410","Spring 2023","White","Dec 15 2023 12:00AM","X - Arcadia University - University of St Andrews","United Kingdom","St Andrews","Europe",229564,2023,"Spring","Intend to Participate","M",NA,"2022-2023"
"1411","Spring 2023","Black or African-American","May 20 2024 12:00AM","The Swedish Program","Sweden","Stockholm","Europe",229683,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1412","Spring 2023","White","May 20 2024 12:00AM","Hamilton in France","France","Paris","Europe",230091,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1413","Spring 2023","White","May 20 2024 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",230336,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1414","Spring 2023","Asian","May 20 2024 12:00AM","Arcadia Abroad - University of Oxford","United Kingdom","Oxford","Europe",230412,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1415","Spring 2023","White","May 20 2024 12:00AM","The School for Field Studies - Rainforest to Reef (Australia)","Australia","Atherton Tablelands","Oceania",230616,2023,"Spring","Intend to Participate","M",NA,"2022-2023"
"1416","Spring 2023","White","May 20 2024 12:00AM","X - Syracuse University Abroad in Florence","Italy","Florence","Europe",230779,2023,"Spring","Intend to Participate","M",NA,"2022-2023"
"1417","Spring 2023","Asian","May 20 2024 12:00AM","Grinnell in London","United Kingdom","London","Europe",230901,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1419","Spring 2023","Two or more races","May 20 2024 12:00AM","The School for Field Studies - Bhutan: Himalayan Environment and Society in Transition","Bhutan","Paro","Asia",231979,2023,"Spring","Intend to Participate","M",NA,"2022-2023"
"1420","Spring 2023","White","May 20 2024 12:00AM","Grinnell in London","United Kingdom","London","Europe",231986,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1422","Spring 2023","Asian","Dec 20 2024 12:00AM","IES Abroad Milan - Italy Today","Italy","Milan","Europe",232164,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1423","Spring 2023","White","May 20 2024 12:00AM","Duke: Intercollegiate Center for Classical Studies in Rome","Italy","Rome","Europe",232550,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1424","Spring 2023","White","May 20 2024 12:00AM","DIS - Study Abroad in Stockholm, Sweden","Sweden","Stockholm","Europe",232608,2023,"Spring","Intend to Participate","M",NA,"2022-2023"
"1425","Spring 2023","White","May 20 2024 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",232799,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1426","Spring 2023","Black or African-American","May 20 2024 12:00AM","Grinnell in London","United Kingdom","London","Europe",232829,2023,"Spring","Intend to Participate","M",NA,"2022-2023"
"1428","Spring 2023","White","May 20 2024 12:00AM","Japan Study at Waseda University (Earlham College)","Japan","Tokyo","Asia",232839,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1429","Spring 2023","White","May 20 2024 12:00AM","IES Abroad Nantes - Study in Nantes","France","Nantes","Europe",233061,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1430","Spring 2023","White","Dec 15 2023 12:00AM","IES Abroad Santiago – Politics, Social Justice & Language","Chile","Santiago","Latin America and Caribbean",233290,2023,"Spring","Intend to Participate","M",NA,"2022-2023"
"1431","Spring 2023","International student","May 20 2024 12:00AM","Arcadia Abroad - University of Otago","New Zealand","Dunedin","Oceania",233641,2023,"Spring","Intend to Participate","M",NA,"2022-2023"
"1432","Spring 2023","Two or more races","May 20 2024 12:00AM","X - Middlebury California Climate Semester","United States","Monterey","North America",233660,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1433","Spring 2023","White","May 20 2024 12:00AM","Grinnell in London","United Kingdom","London","Europe",233904,2023,"Spring","Intend to Participate","M",NA,"2022-2023"
"1435","Spring 2023","White","May 20 2024 12:00AM","Arcadia Abroad - University of Edinburgh","United Kingdom","Edinburgh","Europe",233906,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1436","Spring 2023","International student","May 20 2024 12:00AM","American University - Washington Semester Program","United States","Washington, D.C.","North America",233932,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1437","Spring 2023","Asian","May 20 2024 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",233963,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1438","Spring 2023","White","May 20 2024 12:00AM","American University - Washington Semester Program","United States","Washington, D.C.","North America",234115,2023,"Spring","Intend to Participate","M",NA,"2022-2023"
"1439","Spring 2023","White","May 20 2024 12:00AM","Wellesley-in-Aix","France","Aix-en-Provence","Europe",234200,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1440","Spring 2023","International student","Dec 20 2024 12:00AM","Sea Education Association: Marine Biodiversity & Conservation","United States","New York, NY","North America",234237,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1441","Spring 2023","International student","Dec 20 2024 12:00AM","Sea Education Association: Marine Biodiversity & Conservation","United States","Woods Hole, MA","North America",234237,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1442","Spring 2023","Hispanic (of any race)","May 20 2024 12:00AM","IES Abroad Nantes - Study in Nantes","France","Nantes","Europe",234335,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
"1443","Spring 2023","White","May 20 2024 12:00AM","IES Abroad Granada - Study in Granada","Spain","Granada","Europe",234364,2023,"Spring","Intend to Participate","M",NA,"2022-2023"
"1444","Spring 2023","White","May 20 2024 12:00AM","Consortium for Advanced Studies Abroad (CASA) Santiago","Chile","Santiago","Latin America and Caribbean",234420,2023,"Spring","Intend to Participate","F",NA,"2022-2023"
