App Cycle,Ethnicity,Anticipated Completion Date,Program Name,Program Country,Program City,Program Region,Application ID,Program Year,Program Term,Application Status Alias,Gender,Preferred gender
Fall 2023,White,May 19 2025 12:00AM,"SIT Study Abroad Serbia, Austria, & Hungary: Comparative European Perspectives on Conflict & Democracy",Hungary,Budapest,Europe,259786,2023,Fall,Intend to Participate,F,
Fall 2023,White,May 19 2025 12:00AM,"SIT Study Abroad Serbia, Austria, & Hungary: Comparative European Perspectives on Conflict & Democracy",Serbia,Belgrade,Europe,259786,2023,Fall,Intend to Participate,F,
Fall 2023,White,May 19 2025 12:00AM,"SIT Study Abroad Serbia, Austria, & Hungary: Comparative European Perspectives on Conflict & Democracy",Slovakia,Bratislava,Europe,259786,2023,Fall,Intend to Participate,F,
Fall 2023,White,May 19 2025 12:00AM,Wellesley-in-Aix,France,Aix-en-Provence,Europe,259948,2023,Fall,Intend to Participate,F,
Fall 2023,Non-resident alien,May 20 2024 12:00AM,"CIEE Arts and Sciences Program in Seoul, Korea",South Korea,Seoul,East Asia,260178,2023,Fall,Intend to Participate,M,
Fall 2023,White,May 20 2024 12:00AM,Middlebury School in Cameroon: Yaoundé,Cameroon,Yaounde,Africa,260297,2023,Fall,Intend to Participate,M,
Fall 2023,White,May 19 2025 12:00AM,Carleton Global Engagement: Women's and Gender Studies in Europe,Czech Republic,Olomouc,Europe,260436,2023,Fall,Intend to Participate,F,
Fall 2023,White,May 19 2025 12:00AM,Carleton Global Engagement: Women's and Gender Studies in Europe,Czech Republic,Prague,Europe,260436,2023,Fall,Intend to Participate,F,
Fall 2023,White,May 19 2025 12:00AM,Carleton Global Engagement: Women's and Gender Studies in Europe,Germany,Berlin,Europe,260436,2023,Fall,Intend to Participate,F,
Fall 2023,White,May 19 2025 12:00AM,Carleton Global Engagement: Women's and Gender Studies in Europe,Netherlands,Utrecht,Europe,260436,2023,Fall,Intend to Participate,F,
Fall 2023,White,May 19 2025 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,260636,2023,Fall,Intend to Participate,F,
Fall 2023,Non-resident alien,May 19 2025 12:00AM,Leiden University College,Netherlands,The Hague,Europe,260679,2023,Fall,Intend to Participate,F,
Fall 2023,White,Dec 20 2024 12:00AM,Institute for Central American Development Studies - Field Program in Environment & Sustainable Development,Costa Rica,San Jose,Latin America,260749,2023,Fall,Intend to Participate,F,
Fall 2023,Asian,May 20 2024 12:00AM,IES Abroad Nagoya Direct Enrollment - Nanzan University,Japan,Nagoya,East Asia,260754,2023,Fall,Intend to Participate,M,
Fall 2023,Asian,May 19 2025 12:00AM,The Swedish Program,Sweden,Stockholm,Europe,261523,2023,Fall,Intend to Participate,F,
Fall 2023,White,May 19 2025 12:00AM,Carleton Global Engagement: Buddhist Studies in India,India,Bodh Gaya,South Asia,261706,2023,Fall,Intend to Participate,M,
Fall 2023,White,May 19 2025 12:00AM,Carleton Global Engagement: Buddhist Studies in India,Thailand,Chiang Mai,Asia,261706,2023,Fall,Intend to Participate,M,
Fall 2023,White,May 20 2024 12:00AM,SRAS Bishkek: Central Asian Studies,Kyrgyzstan,Bishkek,Central Asia,261773,2023,Fall,Intend to Participate,F,
Fall 2023,Non-resident alien,May 20 2024 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,261873,2023,Fall,Intend to Participate,M,
Fall 2023,Non-resident alien,Dec 20 2024 12:00AM,Budapest Semesters in Math,Hungary,Budapest,Europe,261929,2023,Fall,Intend to Participate,F,
Fall 2023,Hispanic (of any race),May 19 2025 12:00AM,"CIEE Arts and Sciences Program in Legon, Ghana",Ghana,Legon,Sub-Saharan Africa,262252,2023,Fall,Intend to Participate,F,
Fall 2023,White,May 20 2024 12:00AM,"IES Abroad Milan – Music: Voice, Composition & Instrumental",Italy,Milan,Europe,262254,2023,Fall,Intend to Participate,M,
Fall 2023,Ethnicity and race unknown,May 20 2024 12:00AM,Arcadia Abroad - University of Otago,New Zealand,Dunedin,Oceania,262403,2023,Fall,Intend to Participate,M,
Fall 2023,White,May 19 2025 12:00AM,Carleton Global Engagement: Buddhist Studies in India,India,Bodh Gaya,South Asia,262462,2023,Fall,Intend to Participate,M,
Fall 2023,White,May 19 2025 12:00AM,Carleton Global Engagement: Buddhist Studies in India,Thailand,Chiang Mai,Asia,262462,2023,Fall,Intend to Participate,M,
Fall 2023,White,Dec 15 2023 12:00AM,CET Prague Film Production,Czech Republic,Prague,Europe,262656,2023,Fall,Intend to Participate,F,
Fall 2023,White,May 19 2025 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,263003,2023,Fall,Intend to Participate,F,
Fall 2023,Non-resident alien,May 20 2024 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,263168,2023,Fall,Intend to Participate,F,
Fall 2023,White,May 19 2025 12:00AM,X - IES Abroad Paris - Business & International Affairs,France,Paris,Europe,263342,2023,Fall,Intend to Participate,M,
Fall 2023,White,May 19 2025 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,263414,2023,Fall,Intend to Participate,M,
Fall 2023,White,May 20 2024 12:00AM,CET Prague Film Production,Czech Republic,Prague,Europe,263455,2023,Fall,Intend to Participate,F,
Fall 2023,Asian,May 19 2025 12:00AM,College Year in Athens - Semester and Academic Year Program,Greece,Athens,Europe,263517,2023,Fall,Intend to Participate,M,
Fall 2023,Ethnicity and race unknown,May 19 2025 12:00AM,"IES Abroad London Direct Enrollment – Queen Mary, University of London",United Kingdom,London,Europe,263832,2023,Fall,Intend to Participate,M,
Fall 2023,White,May 19 2025 12:00AM,"SIT Study Abroad Chile: Cultural Identity, Social Justice, and Community Development",Chile,Arica,South America,263871,2023,Fall,Intend to Participate,F,
Fall 2023,White,May 19 2025 12:00AM,"SIT Study Abroad Chile: Cultural Identity, Social Justice, and Community Development",Chile,Santiago,Latin America,263871,2023,Fall,Intend to Participate,F,
Fall 2023,White,May 19 2025 12:00AM,"SIT Study Abroad Chile: Cultural Identity, Social Justice, and Community Development",Chile,Valparaiso,Latin America,263871,2023,Fall,Intend to Participate,F,
Fall 2023,White,Dec 15 2023 12:00AM,"IES Abroad London Direct Enrollment – Queen Mary, University of London",United Kingdom,London,Europe,264019,2023,Fall,Intend to Participate,M,
Fall 2023,Two or more races,May 19 2025 12:00AM,IES Abroad Granada - Study in Granada,Spain,Granada,Europe,264085,2023,Fall,Intend to Participate,F,
Fall 2023,Hispanic (of any race),May 20 2024 12:00AM,IES Abroad Madrid - Language & Area Studies,Spain,Madrid,Europe,264136,2023,Fall,Intend to Participate,F,
Fall 2023,White,May 19 2025 12:00AM,Carleton Global Engagement: Women's and Gender Studies in Europe,Czech Republic,Olomouc,Europe,264489,2023,Fall,Intend to Participate,F,
Fall 2023,White,May 19 2025 12:00AM,Carleton Global Engagement: Women's and Gender Studies in Europe,Czech Republic,Prague,Europe,264489,2023,Fall,Intend to Participate,F,
Fall 2023,White,May 19 2025 12:00AM,Carleton Global Engagement: Women's and Gender Studies in Europe,Germany,Berlin,Europe,264489,2023,Fall,Intend to Participate,F,
Fall 2023,White,May 19 2025 12:00AM,Carleton Global Engagement: Women's and Gender Studies in Europe,Netherlands,Utrecht,Europe,264489,2023,Fall,Intend to Participate,F,
Fall 2023,White,May 19 2025 12:00AM,IES Abroad Berlin - Metropolitan & Urban Studies,Germany,Berlin,Europe,264643,2023,Fall,Intend to Participate,F,
Fall 2023,White,May 19 2025 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,264773,2023,Fall,Intend to Participate,M,
Fall 2023,Asian,May 20 2024 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,264875,2023,Fall,Intend to Participate,F,
Fall 2023,White,May 20 2024 12:00AM,CET Prague Film Production,Czech Republic,Prague,Europe,265059,2023,Fall,Intend to Participate,M,
Fall 2023,Asian,May 19 2025 12:00AM,IES Abroad Tokyo - Language & Culture,Japan,Tokyo,East Asia,265065,2023,Fall,Intend to Participate,F,
Fall 2023,Asian,May 19 2025 12:00AM,IES Abroad Tokyo - Language & Culture,Japan,Tokyo,East Asia,265066,2023,Fall,Intend to Participate,M,
Fall 2023,Non-resident alien,May 19 2025 12:00AM,"IES Abroad London Direct Enrollment – Queen Mary, University of London",United Kingdom,London,Europe,265088,2023,Fall,Intend to Participate,M,
Fall 2023,White,May 19 2025 12:00AM,CET Prague,Czech Republic,Prague,Europe,265265,2023,Fall,Intend to Participate,F,
Fall 2023,White,May 20 2024 12:00AM,"SIT Study Abroad Vietnam: Culture, Social Change, and Development",Vietnam,Ho Chi Minh City,Southeast Asia,265541,2023,Fall,Intend to Participate,F,
Fall 2023,Hispanic (of any race),May 19 2025 12:00AM,X - SIT Study Abroad Ecuador: Comparative Ecology and Conservation,Ecuador,Galapagos,Latin America,265619,2023,Fall,Intend to Participate,F,
Fall 2023,Hispanic (of any race),May 19 2025 12:00AM,X - SIT Study Abroad Ecuador: Comparative Ecology and Conservation,Ecuador,Quito,Latin America,265619,2023,Fall,Intend to Participate,F,
Fall 2023,White,May 20 2024 12:00AM,Arcadia Abroad - University of Otago,New Zealand,Dunedin,Oceania,265797,2023,Fall,Intend to Participate,M,
Fall 2023,White,May 19 2025 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,266176,2023,Fall,Intend to Participate,M,
Fall 2023,White,May 19 2025 12:00AM,IES Abroad Amsterdam - Psychology & Sciences,Netherlands,Amsterdam,Europe,266219,2023,Fall,Intend to Participate,M,
Fall 2023,White,May 19 2025 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,266284,2023,Fall,Intend to Participate,M,
Fall 2023,White,May 19 2025 12:00AM,IES Abroad Amsterdam - Social Sciences & Humanities,Netherlands,Amsterdam,Europe,266388,2023,Fall,Intend to Participate,M,
Fall 2023,White,May 19 2025 12:00AM,IES Abroad Amsterdam - Psychology & Sciences,Netherlands,Amsterdam,Europe,266914,2023,Fall,Intend to Participate,F,
Fall 2023,Non-resident alien,May 19 2025 12:00AM,IES Abroad London Direct Enrollment - University College London,United Kingdom,London,Europe,268124,2023,Fall,Intend to Participate,M,
Fall 2023,White,May 19 2025 12:00AM,Arcadia Abroad - University of Otago,New Zealand,Dunedin,Oceania,268172,2023,Fall,Intend to Participate,M,
Fall 2023,White,May 19 2025 12:00AM,Hamilton in France,France,Paris,Europe,268324,2023,Fall,Intend to Participate,F,
Fall 2023,White,May 19 2025 12:00AM,Arcadia Abroad - University of Edinburgh,United Kingdom,Edinburgh,Europe,268335,2023,Fall,Intend to Participate,F,
Fall 2023,Two or more races,May 19 2025 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,268345,2023,Fall,Intend to Participate,F,
Fall 2023,White,Dec 15 2023 12:00AM,"SIT Study Abroad Serbia, Austria, & Hungary: Comparative European Perspectives on Conflict & Democracy",Austria,Vienna,Europe,268400,2023,Fall,Intend to Participate,F,
Fall 2023,White,Dec 15 2023 12:00AM,"SIT Study Abroad Serbia, Austria, & Hungary: Comparative European Perspectives on Conflict & Democracy",Hungary,Budapest,Europe,268400,2023,Fall,Intend to Participate,F,
Fall 2023,White,Dec 15 2023 12:00AM,"SIT Study Abroad Serbia, Austria, & Hungary: Comparative European Perspectives on Conflict & Democracy",Serbia,Belgrade,Europe,268400,2023,Fall,Intend to Participate,F,
Fall 2023,White,Dec 15 2023 12:00AM,"SIT Study Abroad Serbia, Austria, & Hungary: Comparative European Perspectives on Conflict & Democracy",Slovakia,Bratislava,Europe,268400,2023,Fall,Intend to Participate,F,
Fall 2023,Asian,May 20 2024 12:00AM,CET Prague Film Production,Czech Republic,Prague,Europe,268564,2023,Fall,Intend to Participate,M,
Fall 2023,White,May 19 2025 12:00AM,IES Abroad Nantes - Study in Nantes,France,Nantes,Europe,268584,2023,Fall,Intend to Participate,M,
Fall 2023,White,May 20 2024 12:00AM,The School for Field Studies - Bhutan: Himalayan Environment and Society in Transition,Bhutan,Paro,South Asia,268652,2023,Fall,Intend to Participate,F,
Fall 2023,White,May 19 2025 12:00AM,The School for Field Studies - Marine Resource Management Studies,Turks and Caicos Islands,Cockburn Harbor,Caribbean,268923,2023,Fall,Intend to Participate,M,
Fall 2023,White,May 20 2024 12:00AM,American University - Washington Semester Program,United States,"Washington, D.C.",North America,269237,2023,Fall,Intend to Participate,M,
Fall 2023,Black or African-American,May 19 2025 12:00AM,IES Abroad Nantes - Study in Nantes,France,Nantes,Europe,269264,2023,Fall,Intend to Participate,F,
Fall 2023,White,May 20 2024 12:00AM,IES Abroad Amsterdam - Psychology & Sciences,Netherlands,Amsterdam,Europe,269332,2023,Fall,Intend to Participate,F,
Fall 2023,Hispanic (of any race),May 20 2024 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,269445,2023,Fall,Intend to Participate,M,
Fall 2023,Non-resident alien,May 19 2025 12:00AM,Arcadia Abroad - University of New South Wales,Australia,Sydney,Oceania,269792,2023,Fall,Intend to Participate,F,
Fall 2023,White,May 19 2025 12:00AM,Sea Education Association: Climate and Society: Aotearoa New Zealand,New Zealand,Auckland,Oceania,271517,2023,Fall,Intend to Participate,M,
Fall 2023,White,May 19 2025 12:00AM,Sea Education Association: Climate and Society: Aotearoa New Zealand,United States,"Woods Hole, MA",North America,271517,2023,Fall,Intend to Participate,M,
Fall 2023,Two or more races,May 19 2025 12:00AM,Arcadia Abroad - University of New South Wales,Australia,Sydney,Oceania,272017,2023,Fall,Intend to Participate,F,
Fall 2023,White,May 19 2025 12:00AM,IES Abroad Santiago – Health Studies,Chile,Santiago,Latin America,272340,2023,Fall,Intend to Participate,F,
Fall 2023,Two or more races,Dec 15 2023 12:00AM,IES Abroad Tokyo - Language & Culture,Japan,Tokyo,East Asia,274023,2023,Fall,Intend to Participate,M,
Spring 2017,Hispanic (of any race),May 21 2018 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,28399,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,IES Abroad Granada - Study in Granada,Spain,Granada,Europe,28401,2017,Spring,Approved,M,
Spring 2017,White,May 21 2018 12:00AM,IES Abroad Nantes - Study in Nantes,France,Nantes,Europe,28402,2017,Spring,Approved,M,
Spring 2017,Black or African-American,May 21 2018 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,28404,2017,Spring,Approved,F,
Spring 2017,Hispanic (of any race),May 21 2018 12:00AM,X - IES Abroad Santiago - Study in Santiago,Chile,Santiago,Latin America,28405,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,IES Abroad European Union,Germany,Freiburg,Europe,28406,2017,Spring,Approved,M,
Spring 2017,Hispanic (of any race),May 21 2018 12:00AM,X - ACM India: Development Studies & Hindi Language,India,Jaipur,South Asia,28407,2017,Spring,Approved,M,
Spring 2017,Hispanic (of any race),May 21 2018 12:00AM,X - ACM India: Development Studies & Hindi Language,India,Pune,South Asia,28407,2017,Spring,Approved,M,
Spring 2017,Black or African-American,May 21 2018 12:00AM,"CIEE Liberal Arts Program in Santiago, Chile",Chile,Santiago,Latin America,28408,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,"CIEE Arts and Sciences Program in Legon, Ghana",Ghana,Legon,Sub-Saharan Africa,28409,2017,Spring,Approved,M,
Spring 2017,White,May 21 2018 12:00AM,"X - SIT Study Abroad/IHP Climate Change: The Politics of Land, Water & Energy Justice",Ecuador,Quito,Latin America,28411,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,"X - SIT Study Abroad/IHP Climate Change: The Politics of Land, Water & Energy Justice",Morocco,Rabat,MENA,28411,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,"X - SIT Study Abroad/IHP Climate Change: The Politics of Land, Water & Energy Justice",Nepal,Kathmandu,South Asia,28411,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,"X - SIT Study Abroad/IHP Climate Change: The Politics of Land, Water & Energy Justice",United States,"San Francisco, CA",North America,28411,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,28413,2017,Spring,Approved,M,
Spring 2017,Asian,May 21 2018 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,28414,2017,Spring,Approved,M,
Spring 2017,White,May 21 2018 12:00AM,X - Alliance for Global Education - Contemporary India,India,Pune,South Asia,28418,2017,Spring,Approved,M,
Spring 2017,White,May 21 2018 12:00AM,"SIT Study Abroad/ IHP Human Rights Movements, Power, and Resistance",Chile,Santiago,Latin America,28420,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,"SIT Study Abroad/ IHP Human Rights Movements, Power, and Resistance",Jordan,Amman,MENA,28420,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,"SIT Study Abroad/ IHP Human Rights Movements, Power, and Resistance",Nepal,Kathmandu,South Asia,28420,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,"SIT Study Abroad/ IHP Human Rights Movements, Power, and Resistance",United States,"New York, NY",North America,28420,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,Hamilton in Spain,Spain,Madrid,Europe,28422,2017,Spring,Approved,M,
Spring 2017,White,May 21 2018 12:00AM,University of Minnesota: MSID Senegal,Senegal,Dakar,Sub-Saharan Africa,28423,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,IES Abroad Nagoya Direct Enrollment - Nanzan University,Japan,Nagoya,East Asia,28424,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,IES Abroad Nantes - Study in Nantes,France,Nantes,Europe,28426,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,Bard-Smolny Study Abroad Program,Russia,St Petersburg,Europe,28427,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,X - IFSA-Butler The Hebrew University of Jerusalem,Israel,Jerusalem,MENA,28428,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,"CIEE Liberal Arts Program in Buenos Aires, Argentina",Argentina,Buenos Aires,Latin America,28429,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,IES Abroad Nantes - Study in Nantes,France,Nantes,Europe,28430,2017,Spring,Approved,M,
Spring 2017,Black or African-American,May 21 2018 12:00AM,IES Abroad Nantes - Study in Nantes,France,Nantes,Europe,28432,2017,Spring,Approved,F,
Spring 2017,,,IES Abroad Madrid - Language & Area Studies,Spain,Madrid,Europe,28433,2017,Spring,Approved,F,
Spring 2017,Non-resident alien,May 21 2018 12:00AM,X - The Swedish Program: Liberal Arts at the Stockholm School of Economics,Sweden,Stockholm,Europe,28434,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,IES Abroad Freiburg - Language & Area Studies,Germany,Freiburg,Europe,28435,2017,Spring,Approved,F,
Spring 2017,Hispanic (of any race),May 21 2018 12:00AM,Hamilton in Spain,Spain,Madrid,Europe,28436,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,Arcadia Abroad - University of Otago,New Zealand,Dunedin,Oceania,28438,2017,Spring,Intend to Participate,M,
Spring 2017,Non-resident alien,May 21 2018 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,28439,2017,Spring,Approved,M,
Spring 2017,White,May 21 2018 12:00AM,IES Abroad Salamanca - Study in Salamanca,Spain,Salamanca,Europe,28440,2017,Spring,Approved,F,
Spring 2017,Two or more races,May 21 2018 12:00AM,IES Abroad Vienna - Music,Austria,Vienna,Europe,28441,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,IES Abroad Berlin - Language & Area Studies,Germany,Berlin,Europe,28442,2017,Spring,Approved,M,
Spring 2017,White,May 21 2018 12:00AM,"X - Ceiba - Tropical Conservation Semester: Galapagos, Andes & Amazon",Ecuador,Quito,Latin America,28443,2017,Spring,Approved,M,
Spring 2017,White,May 21 2018 12:00AM,IES Abroad Nantes - Study in Nantes,France,Nantes,Europe,28444,2017,Spring,Approved,M,
Spring 2017,Non-resident alien,May 21 2018 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,28445,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,X - SIT Study Abroad Czech Republic: Arts and Social Change,Czech Republic,Prague,Europe,28447,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,X - SIT Study Abroad Czech Republic: Arts and Social Change,Germany,Berlin,Europe,28447,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,X - SIT Study Abroad Czech Republic: Arts and Social Change,Slovakia,Bratislava,Europe,28447,2017,Spring,Approved,F,
Spring 2017,Non-resident alien,May 21 2018 12:00AM,IES Abroad London Direct Enrollment - University College London,United Kingdom,London,Europe,28450,2017,Spring,Approved,M,
Spring 2017,Asian,May 21 2018 12:00AM,"CIEE Arts and Sciences Program in Seoul, Korea",South Korea,Seoul,East Asia,28451,2017,Spring,Approved,M,
Spring 2017,Hispanic (of any race),May 21 2018 12:00AM,X - ACM London & Florence: Arts in Context,Italy,Florence,Europe,28454,2017,Spring,Approved,M,
Spring 2017,Hispanic (of any race),May 21 2018 12:00AM,X - ACM London & Florence: Arts in Context,United Kingdom,London,Europe,28454,2017,Spring,Approved,M,
Spring 2017,Hispanic (of any race),May 21 2018 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,28455,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,28456,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,X - ACM Botswana: Development in Southern Africa,Botswana,Gabarone,Sub-Saharan Africa,28457,2017,Spring,Approved,F,
Spring 2017,Non-resident alien,May 21 2018 12:00AM,X - Boston University London Internship Program,United Kingdom,London,Europe,28458,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,IFSA - IFSA Merida Universities Program,Mexico,Merida,Latin America,28459,2017,Spring,Approved,F,
Spring 2017,Non-resident alien,May 21 2018 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,28460,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,28461,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,University of Minnesota: MSID Ecuador,Ecuador,Quito,Latin America,28462,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,X - The Swedish Program: Liberal Arts at the Stockholm School of Economics,Sweden,Stockholm,Europe,28463,2017,Spring,Approved,M,
Spring 2017,White,May 21 2018 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,28464,2017,Spring,Approved,M,
Spring 2017,Two or more races,May 21 2018 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,28465,2017,Spring,Approved,M,
Spring 2017,Two or more races,May 21 2018 12:00AM,IES Abroad London Direct Enrollment - University College London,United Kingdom,London,Europe,28466,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,X - South India Term Abroad,India,Madurai,South Asia,28468,2017,Spring,Approved,F,
Spring 2017,Two or more races,May 21 2018 12:00AM,IES Abroad Madrid - Language & Area Studies,Spain,Madrid,Europe,28469,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,28471,2017,Spring,Approved,F,
Spring 2017,Hispanic (of any race),May 21 2018 12:00AM,X - ACM Botswana: Development in Southern Africa,Botswana,Gabarone,Sub-Saharan Africa,28473,2017,Spring,Approved,M,
Spring 2017,White,May 21 2018 12:00AM,IES Abroad Nantes - Study in Nantes,France,Nantes,Europe,28474,2017,Spring,Approved,M,
Spring 2017,White,May 21 2018 12:00AM,X - Organization for Tropical Studies: Tropical Diseases & Environmental Change & Human Health,Costa Rica,San Jose,Latin America,28475,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,X - IES Abroad Rome - Study Rome: Language & Area Studies,Italy,Rome,Europe,28478,2017,Spring,Approved,M,
Spring 2017,Hispanic (of any race),May 21 2018 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,28479,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,IFSA - IFSA Study in Shanghai: International Business,China,Shanghai,East Asia,28480,2017,Spring,Approved,M,
Spring 2017,Non-resident alien,Dec 15 2017 12:00AM,IES Abroad European Union,Germany,Freiburg,Europe,28482,2017,Spring,Approved,F,
Spring 2017,Two or more races,May 21 2018 12:00AM,The School for Field Studies - Rainforest to Reef (Australia),Australia,Atherton Tablelands,Oceania,28483,2017,Spring,Approved,F,
Spring 2017,Two or more races,May 21 2018 12:00AM,Dickinson in France,France,Toulouse,Europe,28484,2017,Spring,Approved,F,
Spring 2017,White,Dec 21 2018 12:00AM,IES Abroad Granada - Study in Granada,Spain,Granada,Europe,28485,2017,Spring,Approved,M,
Spring 2017,White,May 21 2018 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,28486,2017,Spring,Approved,F,
Spring 2017,Non-resident alien,May 21 2018 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,28487,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,Sea Education Association: Marine Biodiversity & Conservation,United States,"New York, NY",North America,28489,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,Sea Education Association: Marine Biodiversity & Conservation,United States,"Woods Hole, MA",North America,28489,2017,Spring,Approved,F,
Spring 2017,Non-resident alien,May 21 2018 12:00AM,X - The Swedish Program: Liberal Arts at the Stockholm School of Economics,Sweden,Stockholm,Europe,28490,2017,Spring,Approved,M,
Spring 2017,White,May 21 2018 12:00AM,X - ACM Botswana: Development in Southern Africa,Botswana,Gabarone,Sub-Saharan Africa,28492,2017,Spring,Approved,M,
Spring 2017,White,May 21 2018 12:00AM,IES Abroad Freiburg - Language & Area Studies,Germany,Freiburg,Europe,28494,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,X - IES Abroad Dublin – Writer's Program,Ireland,Dublin,Europe,28495,2017,Spring,Approved,F,
Spring 2017,Two or more races,May 21 2018 12:00AM,X - Organization for Tropical Studies: Tropical Diseases & Environmental Change & Human Health,Costa Rica,San Jose,Latin America,28496,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,IES Abroad Granada - Study in Granada,Spain,Granada,Europe,28498,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,IES Abroad Madrid - Language & Area Studies,Spain,Madrid,Europe,28500,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,IES Abroad Madrid - Language & Area Studies,Spain,Madrid,Europe,28501,2017,Spring,Approved,F,
Spring 2017,Asian,May 21 2018 12:00AM,IES Abroad European Union,Germany,Freiburg,Europe,28502,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,28504,2017,Spring,Approved,F,
Spring 2017,Asian,May 21 2018 12:00AM,X - ACM London & Florence: Arts in Context,Italy,Florence,Europe,28505,2017,Spring,Approved,F,
Spring 2017,Asian,May 21 2018 12:00AM,X - ACM London & Florence: Arts in Context,United Kingdom,London,Europe,28505,2017,Spring,Approved,F,
